field_1,Beheertype,Ned_naam_NDFF,Wet_naam_NDFF_oud,Wet_naam_NDFF_nieuw,ndff_taxon_uri_oud,ndff_taxon_uri_nieuw,Gewijzigd,Unnamed: 0,ned_naam,wet_naam,identity,group_identity,ned_soortgroep,wet_soortgroep
"574",N06.02,Tweehuizige zegge,Carex dioica,Carex dioica,http://ndff-ecogrid.nl/taxonomy/taxa/carexdioica,http://ndff-ecogrid.nl/taxonomy/taxa/carexdioica,NEE,"13451.0",Tweehuizige zegge,Carex dioica,http://ndff-ecogrid.nl/taxonomy/taxa/carexdioica,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"575",N06.02,Veenmosorchis,Hammarbya paludosa,Hammarbya paludosa,http://ndff-ecogrid.nl/taxonomy/taxa/hammarbyapaludosa,http://ndff-ecogrid.nl/taxonomy/taxa/hammarbyapaludosa,NEE,"36700.0",Veenmosorchis,Hammarbya paludosa,http://ndff-ecogrid.nl/taxonomy/taxa/hammarbyapaludosa,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"576",N06.02,Vleeskleurige orchis,Dactylorhiza incarnata,Dactylorhiza incarnata,http://ndff-ecogrid.nl/taxonomy/taxa/dactylorhizaincarnata,http://ndff-ecogrid.nl/taxonomy/taxa/dactylorhizaincarnata,NEE,"23591.0",Vleeskleurige orchis,Dactylorhiza incarnata,http://ndff-ecogrid.nl/taxonomy/taxa/dactylorhizaincarnata,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"577",N06.02,Vlozegge,Carex pulicaris,Carex pulicaris,http://ndff-ecogrid.nl/taxonomy/taxa/carexpulicaris,http://ndff-ecogrid.nl/taxonomy/taxa/carexpulicaris,NEE,"13498.0",Vlozegge,Carex pulicaris,http://ndff-ecogrid.nl/taxonomy/taxa/carexpulicaris,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"578",N06.02,Waterdrieblad,Menyanthes trifoliata,Menyanthes trifoliata,http://ndff-ecogrid.nl/taxonomy/taxa/menyanthestrifoliata,http://ndff-ecogrid.nl/taxonomy/taxa/menyanthestrifoliata,NEE,"49268.0",Waterdrieblad,Menyanthes trifoliata,http://ndff-ecogrid.nl/taxonomy/taxa/menyanthestrifoliata,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"579",N06.03,Beenbreek,Narthecium ossifragum,Narthecium ossifragum,http://ndff-ecogrid.nl/taxonomy/taxa/nartheciumossifragum,http://ndff-ecogrid.nl/taxonomy/taxa/nartheciumossifragum,NEE,"52922.0",Beenbreek,Narthecium ossifragum,http://ndff-ecogrid.nl/taxonomy/taxa/nartheciumossifragum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"580",N06.03,Blauwborst,Luscinia svecica,Luscinia svecica,http://ndff-ecogrid.nl/taxonomy/taxa/lusciniasvecica,http://ndff-ecogrid.nl/taxonomy/taxa/lusciniasvecica,NEE,"46627.0",Blauwborst,Luscinia svecica,http://ndff-ecogrid.nl/taxonomy/taxa/lusciniasvecica,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"581",N06.03,Bruin veenmos,Sphagnum fuscum,Sphagnum fuscum,http://ndff-ecogrid.nl/taxonomy/taxa/sphagnumfuscum,http://ndff-ecogrid.nl/taxonomy/taxa/sphagnumfuscum,NEE,"75234.0",Bruin veenmos,Sphagnum fuscum,http://ndff-ecogrid.nl/taxonomy/taxa/sphagnumfuscum,http://ndff-ecogrid.nl/categories/specieslist/mosses,mossen,mosses
"582",N06.03,Draadzegge,Carex lasiocarpa,Carex lasiocarpa,http://ndff-ecogrid.nl/taxonomy/taxa/carexlasiocarpa,http://ndff-ecogrid.nl/taxonomy/taxa/carexlasiocarpa,NEE,"13470.0",Draadzegge,Carex lasiocarpa,http://ndff-ecogrid.nl/taxonomy/taxa/carexlasiocarpa,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"583",N06.03,Eenarig wollegras,Eriophorum vaginatum,Eriophorum vaginatum,http://ndff-ecogrid.nl/taxonomy/taxa/eriophorumvaginatum,http://ndff-ecogrid.nl/taxonomy/taxa/eriophorumvaginatum,NEE,"29988.0",Eenarig wollegras,Eriophorum vaginatum,http://ndff-ecogrid.nl/taxonomy/taxa/eriophorumvaginatum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"584",N06.03,Geoorde Fuut,Podiceps nigricollis,Podiceps nigricollis,http://ndff-ecogrid.nl/taxonomy/taxa/podicepsnigricollis,http://ndff-ecogrid.nl/taxonomy/taxa/podicepsnigricollis,NEE,"64638.0",Geoorde fuut,Podiceps nigricollis,http://ndff-ecogrid.nl/taxonomy/taxa/podicepsnigricollis,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"585",N06.03,Gevlekte orchis / Bosorchis,Dactylorhiza maculata,Dactylorhiza maculata/fuchsii,http://ndff-ecogrid.nl/taxonomy/taxa/dactylorhizamaculata1,http://ndff-ecogrid.nl/taxonomy/taxa/dactylorhizamaculata-fuchsii,JA,"23596.0",Gevlekte orchis / Bosorchis,Dactylorhiza maculata/fuchsii,http://ndff-ecogrid.nl/taxonomy/taxa/dactylorhizamaculata-fuchsii,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"586",N06.03,Goudplevier,Pluvialis apricaria,Pluvialis apricaria,http://ndff-ecogrid.nl/taxonomy/taxa/pluvialisapricaria,http://ndff-ecogrid.nl/taxonomy/taxa/pluvialisapricaria,NEE,"64550.0",Goudplevier,Pluvialis apricaria,http://ndff-ecogrid.nl/taxonomy/taxa/pluvialisapricaria,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"587",N06.03,Hoogveenglanslibel,Somatochlora arctica,Somatochlora arctica,http://ndff-ecogrid.nl/taxonomy/taxa/somatochloraarctica,http://ndff-ecogrid.nl/taxonomy/taxa/somatochloraarctica,NEE,"74724.0",Hoogveenglanslibel,Somatochlora arctica,http://ndff-ecogrid.nl/taxonomy/taxa/somatochloraarctica,http://ndff-ecogrid.nl/categories/specieslist/odonata,libellen,odonata
"588",N06.03,Hoogveenveenmos,Sphagnum magellanicum,Sphagnum magellanicum,http://ndff-ecogrid.nl/taxonomy/taxa/sphagnummagellanicum,http://ndff-ecogrid.nl/taxonomy/taxa/sphagnummagellanicum,NEE,"75236.0",Hoogveenveenmos,Sphagnum magellanicum,http://ndff-ecogrid.nl/taxonomy/taxa/sphagnummagellanicum,http://ndff-ecogrid.nl/categories/specieslist/mosses,mossen,mosses
"589",N06.03,Kleine veenbes,Vaccinium oxycoccos,Vaccinium oxycoccos,http://ndff-ecogrid.nl/taxonomy/taxa/vacciniumoxycoccos,http://ndff-ecogrid.nl/taxonomy/taxa/vacciniumoxycoccos,NEE,"84567.0",Kleine veenbes,Vaccinium oxycoccos,http://ndff-ecogrid.nl/taxonomy/taxa/vacciniumoxycoccos,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"590",N06.03,Kleine zonnedauw,Drosera intermedia,Drosera intermedia,http://ndff-ecogrid.nl/taxonomy/taxa/droseraintermedia,http://ndff-ecogrid.nl/taxonomy/taxa/droseraintermedia,NEE,"26941.0",Kleine zonnedauw,Drosera intermedia,http://ndff-ecogrid.nl/taxonomy/taxa/droseraintermedia,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"591",N06.03,Kleinste egelskop,Sparganium natans,Sparganium natans,http://ndff-ecogrid.nl/taxonomy/taxa/sparganiumnatans,http://ndff-ecogrid.nl/taxonomy/taxa/sparganiumnatans,NEE,"74858.0",Kleinste egelskop,Sparganium natans,http://ndff-ecogrid.nl/taxonomy/taxa/sparganiumnatans,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"592",N06.03,Koraaljuffer,Ceriagrion tenellum,Ceriagrion tenellum,http://ndff-ecogrid.nl/taxonomy/taxa/ceriagriontenellum,http://ndff-ecogrid.nl/taxonomy/taxa/ceriagriontenellum,NEE,"14779.0",Koraaljuffer,Ceriagrion tenellum,http://ndff-ecogrid.nl/taxonomy/taxa/ceriagriontenellum,http://ndff-ecogrid.nl/categories/specieslist/odonata,libellen,odonata
"593",N06.03,Kraanvogel,Grus grus,Grus grus,http://ndff-ecogrid.nl/taxonomy/taxa/grusgrus,http://ndff-ecogrid.nl/taxonomy/taxa/grusgrus,NEE,"35728.0",Kraanvogel,Grus grus,http://ndff-ecogrid.nl/taxonomy/taxa/grusgrus,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"594",N06.03,Lange zonnedauw,Drosera anglica,Drosera anglica,http://ndff-ecogrid.nl/taxonomy/taxa/droseraanglica,http://ndff-ecogrid.nl/taxonomy/taxa/droseraanglica,NEE,"26938.0",Lange zonnedauw,Drosera anglica,http://ndff-ecogrid.nl/taxonomy/taxa/droseraanglica,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"595",N06.03,Lavendelhei,Andromeda polifolia,Andromeda polifolia,http://ndff-ecogrid.nl/taxonomy/taxa/andromedapolifolia,http://ndff-ecogrid.nl/taxonomy/taxa/andromedapolifolia,NEE,"4539.0",Lavendelhei,Andromeda polifolia,http://ndff-ecogrid.nl/taxonomy/taxa/andromedapolifolia,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"596",N06.03,Noordse glazenmaker,Aeshna subarctica,Aeshna subarctica,http://ndff-ecogrid.nl/taxonomy/taxa/aeshnasubarctica,http://ndff-ecogrid.nl/taxonomy/taxa/aeshnasubarctica,NEE,"1669.0",Noordse glazenmaker,Aeshna subarctica,http://ndff-ecogrid.nl/taxonomy/taxa/aeshnasubarctica,http://ndff-ecogrid.nl/categories/specieslist/odonata,libellen,odonata
"597",N06.03,Noordse witsnuitlibel,Leucorrhinia rubicunda,Leucorrhinia rubicunda,http://ndff-ecogrid.nl/taxonomy/taxa/leucorrhiniarubicunda,http://ndff-ecogrid.nl/taxonomy/taxa/leucorrhiniarubicunda,NEE,"44877.0",Noordse witsnuitlibel,Leucorrhinia rubicunda,http://ndff-ecogrid.nl/taxonomy/taxa/leucorrhiniarubicunda,http://ndff-ecogrid.nl/categories/specieslist/odonata,libellen,odonata
"598",N06.03,Paapje,Saxicola rubetra,Saxicola rubetra,http://ndff-ecogrid.nl/taxonomy/taxa/saxicolarubetra,http://ndff-ecogrid.nl/taxonomy/taxa/saxicolarubetra,NEE,"72141.0",Paapje,Saxicola rubetra,http://ndff-ecogrid.nl/taxonomy/taxa/saxicolarubetra,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"599",N06.03,Rood veenmos,Sphagnum rubellum,Sphagnum rubellum,http://ndff-ecogrid.nl/taxonomy/taxa/sphagnumrubellum,http://ndff-ecogrid.nl/taxonomy/taxa/sphagnumrubellum,NEE,"75245.0",Rood veenmos,Sphagnum rubellum,http://ndff-ecogrid.nl/taxonomy/taxa/sphagnumrubellum,http://ndff-ecogrid.nl/categories/specieslist/mosses,mossen,mosses
"600",N06.03,Roodborsttapuit,Saxicola rubicola,Saxicola rubicola,http://ndff-ecogrid.nl/taxonomy/taxa/saxicolarubicola,http://ndff-ecogrid.nl/taxonomy/taxa/saxicolarubicola,NEE,"72142.0",Roodborsttapuit,Saxicola rubicola,http://ndff-ecogrid.nl/taxonomy/taxa/saxicolarubicola,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
