field_1,Beheertype,Ned_naam_NDFF,Wet_naam_NDFF_oud,Wet_naam_NDFF_nieuw,ndff_taxon_uri_oud,ndff_taxon_uri_nieuw,Gewijzigd,Unnamed: 0,ned_naam,wet_naam,identity,group_identity,ned_soortgroep,wet_soortgroep
"983",N08.04,duinparelmoervlinder,Argynnis niobe,Fabriciana niobe,http://ndff-ecogrid.nl/taxonomy/taxa/argynnisniobe,http://ndff-ecogrid.nl/taxonomy/taxa/fabriciananiobe,JA,"32307.0",Duinparelmoervlinder,Fabriciana niobe,http://ndff-ecogrid.nl/taxonomy/taxa/fabriciananiobe,http://ndff-ecogrid.nl/categories/specieslist/butterflies,dagvlinders,butterflies
"984",N08.04,Dwergviltkruid,Filago minima,Logfia minima,http://ndff-ecogrid.nl/taxonomy/taxa/filagominima,http://ndff-ecogrid.nl/taxonomy/taxa/logfiaminima,JA,"46077.0",Dwergviltkruid,Logfia minima,http://ndff-ecogrid.nl/taxonomy/taxa/logfiaminima,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"985",N08.04,Dwergzegge,Carex oederi subsp. oederi,Carex oederi,http://ndff-ecogrid.nl/taxonomy/taxa/carexoederisubspoederi,http://ndff-ecogrid.nl/taxonomy/taxa/carexoederih24,JA,"13482.0",Dwergzegge,Carex oederi,http://ndff-ecogrid.nl/taxonomy/taxa/carexoederih24,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"986",N08.04,Gaspeldoorn,Ulex europaeus,Ulex europaeus,http://ndff-ecogrid.nl/taxonomy/taxa/ulexeuropaeus,http://ndff-ecogrid.nl/taxonomy/taxa/ulexeuropaeus,NEE,"84046.0",Gaspeldoorn,Ulex europaeus,http://ndff-ecogrid.nl/taxonomy/taxa/ulexeuropaeus,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"987",N08.04,Geelhartje,Linum catharticum,Linum catharticum,http://ndff-ecogrid.nl/taxonomy/taxa/linumcatharticum,http://ndff-ecogrid.nl/taxonomy/taxa/linumcatharticum,NEE,"45533.0",Geelhartje,Linum catharticum,http://ndff-ecogrid.nl/taxonomy/taxa/linumcatharticum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"988",N08.04,Gevlekte orchis / Bosorchis,Dactylorhiza maculata,Dactylorhiza maculata/fuchsii,http://ndff-ecogrid.nl/taxonomy/taxa/dactylorhizamaculata1,http://ndff-ecogrid.nl/taxonomy/taxa/dactylorhizamaculata-fuchsii,JA,"23596.0",Gevlekte orchis / Bosorchis,Dactylorhiza maculata/fuchsii,http://ndff-ecogrid.nl/taxonomy/taxa/dactylorhizamaculata-fuchsii,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"989",N08.04,Gewone vleugeltjesbloem,Polygala vulgaris,Polygala vulgaris,http://ndff-ecogrid.nl/taxonomy/taxa/polygalavulgaris,http://ndff-ecogrid.nl/taxonomy/taxa/polygalavulgaris,NEE,"65044.0",Gewone vleugeltjesbloem,Polygala vulgaris,http://ndff-ecogrid.nl/taxonomy/taxa/polygalavulgaris,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"990",N08.04,grote parelmoervlinder,Argynnis aglaja,Speyeria aglaja,http://ndff-ecogrid.nl/taxonomy/taxa/argynnisaglaja,http://ndff-ecogrid.nl/taxonomy/taxa/speyeriaaglaja,JA,"75028.0",Grote parelmoervlinder,Speyeria aglaja,http://ndff-ecogrid.nl/taxonomy/taxa/speyeriaaglaja,http://ndff-ecogrid.nl/categories/specieslist/butterflies,dagvlinders,butterflies
"991",N08.04,Grote wolfsklauw,Lycopodium clavatum,Lycopodium clavatum,http://ndff-ecogrid.nl/taxonomy/taxa/lycopodiumclavatum,http://ndff-ecogrid.nl/taxonomy/taxa/lycopodiumclavatum,NEE,"46766.0",Grote wolfsklauw,Lycopodium clavatum,http://ndff-ecogrid.nl/taxonomy/taxa/lycopodiumclavatum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"992",N08.04,heideblauwtje,Plebejus argus,Plebejus argus,http://ndff-ecogrid.nl/taxonomy/taxa/plebejusargus,http://ndff-ecogrid.nl/taxonomy/taxa/plebejusargus,NEE,"64097.0",Heideblauwtje,Plebejus argus,http://ndff-ecogrid.nl/taxonomy/taxa/plebejusargus,http://ndff-ecogrid.nl/categories/specieslist/butterflies,dagvlinders,butterflies
"993",N08.04,heivlinder,Hipparchia semele,Hipparchia semele,http://ndff-ecogrid.nl/taxonomy/taxa/hipparchiasemele,http://ndff-ecogrid.nl/taxonomy/taxa/hipparchiasemele,NEE,"38407.0",Heivlinder,Hipparchia semele,http://ndff-ecogrid.nl/taxonomy/taxa/hipparchiasemele,http://ndff-ecogrid.nl/categories/specieslist/butterflies,dagvlinders,butterflies
"994",N08.04,Hondsviooltje,Viola canina,Viola canina,http://ndff-ecogrid.nl/taxonomy/taxa/violacanina,http://ndff-ecogrid.nl/taxonomy/taxa/violacanina,NEE,"85157.0",Hondsviooltje,Viola canina,http://ndff-ecogrid.nl/taxonomy/taxa/violacanina,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"995",N08.04,Klein warkruid,Cuscuta epithymum,Cuscuta epithymum,http://ndff-ecogrid.nl/taxonomy/taxa/cuscutaepithymum,http://ndff-ecogrid.nl/taxonomy/taxa/cuscutaepithymum,NEE,"22656.0",Klein warkruid,Cuscuta epithymum,http://ndff-ecogrid.nl/taxonomy/taxa/cuscutaepithymum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"996",N08.04,Klein wintergroen,Pyrola minor,Pyrola minor,http://ndff-ecogrid.nl/taxonomy/taxa/pyrolaminor,http://ndff-ecogrid.nl/taxonomy/taxa/pyrolaminor,NEE,"68866.0",Klein wintergroen,Pyrola minor,http://ndff-ecogrid.nl/taxonomy/taxa/pyrolaminor,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"997",N08.04,kleine parelmoervlinder,Issoria lathonia,Issoria lathonia,http://ndff-ecogrid.nl/taxonomy/taxa/issorialathonia,http://ndff-ecogrid.nl/taxonomy/taxa/issorialathonia,NEE,"41430.0",Kleine parelmoervlinder,Issoria lathonia,http://ndff-ecogrid.nl/taxonomy/taxa/issorialathonia,http://ndff-ecogrid.nl/categories/specieslist/butterflies,dagvlinders,butterflies
"998",N08.04,Kleine zonnedauw,Drosera intermedia,Drosera intermedia,http://ndff-ecogrid.nl/taxonomy/taxa/droseraintermedia,http://ndff-ecogrid.nl/taxonomy/taxa/droseraintermedia,NEE,"26941.0",Kleine zonnedauw,Drosera intermedia,http://ndff-ecogrid.nl/taxonomy/taxa/droseraintermedia,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"999",N08.04,kommavlinder,Hesperia comma,Hesperia comma,http://ndff-ecogrid.nl/taxonomy/taxa/hesperiacomma,http://ndff-ecogrid.nl/taxonomy/taxa/hesperiacomma,NEE,"37906.0",Kommavlinder,Hesperia comma,http://ndff-ecogrid.nl/taxonomy/taxa/hesperiacomma,http://ndff-ecogrid.nl/categories/specieslist/butterflies,dagvlinders,butterflies
"1000",N08.04,Kruipbrem,Genista pilosa,Genista pilosa,http://ndff-ecogrid.nl/taxonomy/taxa/genistapilosa,http://ndff-ecogrid.nl/taxonomy/taxa/genistapilosa,NEE,"34166.0",Kruipbrem,Genista pilosa,http://ndff-ecogrid.nl/taxonomy/taxa/genistapilosa,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1001",N08.04,Moeraskartelblad,Pedicularis palustris,Pedicularis palustris,http://ndff-ecogrid.nl/taxonomy/taxa/pedicularispalustris,http://ndff-ecogrid.nl/taxonomy/taxa/pedicularispalustris,NEE,"59533.0",Moeraskartelblad,Pedicularis palustris,http://ndff-ecogrid.nl/taxonomy/taxa/pedicularispalustris,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1002",N08.04,Moeraswespenorchis,Epipactis palustris,Epipactis palustris,http://ndff-ecogrid.nl/taxonomy/taxa/epipactispalustris,http://ndff-ecogrid.nl/taxonomy/taxa/epipactispalustris,NEE,"29469.0",Moeraswespenorchis,Epipactis palustris,http://ndff-ecogrid.nl/taxonomy/taxa/epipactispalustris,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1003",N08.04,Paapje,Saxicola rubetra,Saxicola rubetra,http://ndff-ecogrid.nl/taxonomy/taxa/saxicolarubetra,http://ndff-ecogrid.nl/taxonomy/taxa/saxicolarubetra,NEE,"72141.0",Paapje,Saxicola rubetra,http://ndff-ecogrid.nl/taxonomy/taxa/saxicolarubetra,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"1004",N08.04,Parnassia,Parnassia palustris,Parnassia palustris,http://ndff-ecogrid.nl/taxonomy/taxa/parnassiapalustris,http://ndff-ecogrid.nl/taxonomy/taxa/parnassiapalustris,NEE,"59122.0",Parnassia,Parnassia palustris,http://ndff-ecogrid.nl/taxonomy/taxa/parnassiapalustris,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1005",N08.04,Rijsbes,Vaccinium uliginosum,Vaccinium uliginosum,http://ndff-ecogrid.nl/taxonomy/taxa/vacciniumuliginosum,http://ndff-ecogrid.nl/taxonomy/taxa/vacciniumuliginosum,NEE,"84569.0",Rijsbes,Vaccinium uliginosum,http://ndff-ecogrid.nl/taxonomy/taxa/vacciniumuliginosum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1006",N08.04,Rond wintergroen,Pyrola rotundifolia,Pyrola rotundifolia,http://ndff-ecogrid.nl/taxonomy/taxa/pyrolarotundifolia,http://ndff-ecogrid.nl/taxonomy/taxa/pyrolarotundifolia,NEE,"68867.0",Rond wintergroen,Pyrola rotundifolia,http://ndff-ecogrid.nl/taxonomy/taxa/pyrolarotundifolia,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1007",N08.04,Ronde zonnedauw,Drosera rotundifolia,Drosera rotundifolia,http://ndff-ecogrid.nl/taxonomy/taxa/droserarotundifolia,http://ndff-ecogrid.nl/taxonomy/taxa/droserarotundifolia,NEE,"26942.0",Ronde zonnedauw,Drosera rotundifolia,http://ndff-ecogrid.nl/taxonomy/taxa/droserarotundifolia,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1008",N08.04,Roodborsttapuit,Saxicola rubicola,Saxicola rubicola,http://ndff-ecogrid.nl/taxonomy/taxa/saxicolarubicola,http://ndff-ecogrid.nl/taxonomy/taxa/saxicolarubicola,NEE,"72142.0",Roodborsttapuit,Saxicola rubicola,http://ndff-ecogrid.nl/taxonomy/taxa/saxicolarubicola,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"1009",N08.04,Stekelbrem,Genista anglica,Genista anglica,http://ndff-ecogrid.nl/taxonomy/taxa/genistaanglica,http://ndff-ecogrid.nl/taxonomy/taxa/genistaanglica,NEE,"34163.0",Stekelbrem,Genista anglica,http://ndff-ecogrid.nl/taxonomy/taxa/genistaanglica,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1010",N08.04,Stofzaad,Monotropa hypopitys,Monotropa hypopitys,http://ndff-ecogrid.nl/taxonomy/taxa/monotropahypopitys,http://ndff-ecogrid.nl/taxonomy/taxa/monotropahypopitys,NEE,"51508.0",Stofzaad,Monotropa hypopitys,http://ndff-ecogrid.nl/taxonomy/taxa/monotropahypopitys,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1011",N08.04,Velduil,Asio flammeus,Asio flammeus,http://ndff-ecogrid.nl/taxonomy/taxa/asioflammeus,http://ndff-ecogrid.nl/taxonomy/taxa/asioflammeus,NEE,"7444.0",Velduil,Asio flammeus,http://ndff-ecogrid.nl/taxonomy/taxa/asioflammeus,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"1012",N08.04,Verfbrem,Genista tinctoria,Genista tinctoria,http://ndff-ecogrid.nl/taxonomy/taxa/genistatinctoria,http://ndff-ecogrid.nl/taxonomy/taxa/genistatinctoria,NEE,"34169.0",Verfbrem,Genista tinctoria,http://ndff-ecogrid.nl/taxonomy/taxa/genistatinctoria,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1013",N08.04,Wulp,Numenius arquata,Numenius arquata,http://ndff-ecogrid.nl/taxonomy/taxa/numeniusarquata,http://ndff-ecogrid.nl/taxonomy/taxa/numeniusarquata,NEE,"55135.0",Wulp,Numenius arquata,http://ndff-ecogrid.nl/taxonomy/taxa/numeniusarquata,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"1014",N09.01,Bergeend,Tadorna tadorna,Tadorna tadorna,http://ndff-ecogrid.nl/taxonomy/taxa/tadornatadorna,http://ndff-ecogrid.nl/taxonomy/taxa/tadornatadorna,NEE,"78806.0",Bergeend,Tadorna tadorna,http://ndff-ecogrid.nl/taxonomy/taxa/tadornatadorna,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"1015",N09.01,Blauwe Kiekendief,Circus cyaneus,Circus cyaneus,http://ndff-ecogrid.nl/taxonomy/taxa/circuscyaneus,http://ndff-ecogrid.nl/taxonomy/taxa/circuscyaneus,NEE,"17325.0",Blauwe kiekendief,Circus cyaneus,http://ndff-ecogrid.nl/taxonomy/taxa/circuscyaneus,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"1016",N09.01,Deens lepelblad,Cochlearia danica,Cochlearia danica,http://ndff-ecogrid.nl/taxonomy/taxa/cochleariadanica,http://ndff-ecogrid.nl/taxonomy/taxa/cochleariadanica,NEE,"18498.0",Deens lepelblad,Cochlearia danica,http://ndff-ecogrid.nl/taxonomy/taxa/cochleariadanica,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1017",N09.01,Dunstaart,Parapholis strigosa,Parapholis strigosa,http://ndff-ecogrid.nl/taxonomy/taxa/parapholisstrigosa,http://ndff-ecogrid.nl/taxonomy/taxa/parapholisstrigosa,NEE,"58782.0",Dunstaart,Parapholis strigosa,http://ndff-ecogrid.nl/taxonomy/taxa/parapholisstrigosa,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1018",N09.01,Echt lepelblad,Cochlearia officinalis subsp. officinalis,Cochlearia officinalis,http://ndff-ecogrid.nl/taxonomy/taxa/cochleariaofficinalissubspofficinalis,http://ndff-ecogrid.nl/taxonomy/taxa/cochleariaofficinalis-h24,JA,"18499.0",Echt lepelblad,Cochlearia officinalis,http://ndff-ecogrid.nl/taxonomy/taxa/cochleariaofficinalis-h24,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1019",N09.01,Engels gras,Armeria maritima,Armeria maritima,http://ndff-ecogrid.nl/taxonomy/taxa/armeriamaritima,http://ndff-ecogrid.nl/taxonomy/taxa/armeriamaritima,NEE,"6954.0",Engels gras,Armeria maritima,http://ndff-ecogrid.nl/taxonomy/taxa/armeriamaritima,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1020",N09.01,Engels lepelblad,Cochlearia officinalis subsp. anglica,Cochlearia anglica,http://ndff-ecogrid.nl/taxonomy/taxa/cochleariaofficinalissubspanglica,http://ndff-ecogrid.nl/taxonomy/taxa/cochleariaanglica,JA,"18496.0",Engels lepelblad,Cochlearia anglica,http://ndff-ecogrid.nl/taxonomy/taxa/cochleariaanglica,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1021",N09.01,Fijn goudscherm,Bupleurum tenuissimum,Bupleurum tenuissimum,http://ndff-ecogrid.nl/taxonomy/taxa/bupleurumtenuissimum,http://ndff-ecogrid.nl/taxonomy/taxa/bupleurumtenuissimum,NEE,"11758.0",Fijn goudscherm,Bupleurum tenuissimum,http://ndff-ecogrid.nl/taxonomy/taxa/bupleurumtenuissimum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1022",N09.01,Fraai duizendguldenkruid,Centaurium pulchellum,Centaurium pulchellum,http://ndff-ecogrid.nl/taxonomy/taxa/centauriumpulchellum,http://ndff-ecogrid.nl/taxonomy/taxa/centauriumpulchellum,NEE,"14218.0",Fraai duizendguldenkruid,Centaurium pulchellum,http://ndff-ecogrid.nl/taxonomy/taxa/centauriumpulchellum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1023",N09.01,Geelhartje,Linum catharticum,Linum catharticum,http://ndff-ecogrid.nl/taxonomy/taxa/linumcatharticum,http://ndff-ecogrid.nl/taxonomy/taxa/linumcatharticum,NEE,"45533.0",Geelhartje,Linum catharticum,http://ndff-ecogrid.nl/taxonomy/taxa/linumcatharticum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1024",N09.01,Gesteelde zoutmelde,Atriplex pedunculata,Atriplex pedunculata,http://ndff-ecogrid.nl/taxonomy/taxa/atriplexpedunculata,http://ndff-ecogrid.nl/taxonomy/taxa/atriplexpedunculata,NEE,"8219.0",Gesteelde zoutmelde,Atriplex pedunculata,http://ndff-ecogrid.nl/taxonomy/taxa/atriplexpedunculata,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1025",N09.01,Gewone zoutmelde,Atriplex portulacoides,Atriplex portulacoides,http://ndff-ecogrid.nl/taxonomy/taxa/atriplexportulacoides,http://ndff-ecogrid.nl/taxonomy/taxa/atriplexportulacoides,NEE,"8221.0",Gewone zoutmelde,Atriplex portulacoides,http://ndff-ecogrid.nl/taxonomy/taxa/atriplexportulacoides,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1026",N09.01,Grutto,Limosa limosa,Limosa limosa,http://ndff-ecogrid.nl/taxonomy/taxa/limosalimosa,http://ndff-ecogrid.nl/taxonomy/taxa/limosalimosa,NEE,"45403.0",Grutto,Limosa limosa,http://ndff-ecogrid.nl/taxonomy/taxa/limosalimosa,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"1027",N09.01,IJle lamsoor,Limonium humile,Limonium humile,http://ndff-ecogrid.nl/taxonomy/taxa/limoniumhumile,http://ndff-ecogrid.nl/taxonomy/taxa/limoniumhumile,NEE,"45384.0",IJle lamsoor,Limonium humile,http://ndff-ecogrid.nl/taxonomy/taxa/limoniumhumile,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1028",N09.01,Klein slijkgras,Spartina maritima,Spartina maritima,http://ndff-ecogrid.nl/taxonomy/taxa/spartinamaritima,http://ndff-ecogrid.nl/taxonomy/taxa/spartinamaritima,NEE,"74877.0",Klein slijkgras,Spartina maritima,http://ndff-ecogrid.nl/taxonomy/taxa/spartinamaritima,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1029",N09.01,Kluut,Recurvirostra avosetta,Recurvirostra avosetta,http://ndff-ecogrid.nl/taxonomy/taxa/recurvirostraavosetta,http://ndff-ecogrid.nl/taxonomy/taxa/recurvirostraavosetta,NEE,"69509.0",Kluut,Recurvirostra avosetta,http://ndff-ecogrid.nl/taxonomy/taxa/recurvirostraavosetta,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"1030",N09.01,Knolvossenstaart,Alopecurus bulbosus,Alopecurus bulbosus,http://ndff-ecogrid.nl/taxonomy/taxa/alopecurusbulbosus,http://ndff-ecogrid.nl/taxonomy/taxa/alopecurusbulbosus,NEE,"2987.0",Knolvossenstaart,Alopecurus bulbosus,http://ndff-ecogrid.nl/taxonomy/taxa/alopecurusbulbosus,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1031",N09.01,Kwelderzegge,Carex extensa,Carex extensa,http://ndff-ecogrid.nl/taxonomy/taxa/carexextensa,http://ndff-ecogrid.nl/taxonomy/taxa/carexextensa,NEE,"13461.0",Kwelderzegge,Carex extensa,http://ndff-ecogrid.nl/taxonomy/taxa/carexextensa,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1032",N09.01,Laksteeltje,Catapodium marinum,Catapodium marinum,http://ndff-ecogrid.nl/taxonomy/taxa/catapodiummarinum,http://ndff-ecogrid.nl/taxonomy/taxa/catapodiummarinum,NEE,"13851.0",Laksteeltje,Catapodium marinum,http://ndff-ecogrid.nl/taxonomy/taxa/catapodiummarinum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1033",N09.01,Lamsoor,Limonium vulgare,Limonium vulgare,http://ndff-ecogrid.nl/taxonomy/taxa/limoniumvulgare,http://ndff-ecogrid.nl/taxonomy/taxa/limoniumvulgare,NEE,"45387.0",Lamsoor,Limonium vulgare,http://ndff-ecogrid.nl/taxonomy/taxa/limoniumvulgare,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1034",N09.01,Lepelaar,Platalea leucorodia,Platalea leucorodia,http://ndff-ecogrid.nl/taxonomy/taxa/platalealeucorodia,http://ndff-ecogrid.nl/taxonomy/taxa/platalealeucorodia,NEE,"63755.0",Lepelaar,Platalea leucorodia,http://ndff-ecogrid.nl/taxonomy/taxa/platalealeucorodia,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"1035",N09.01,Noordse rus,Juncus balticus,Juncus balticus,http://ndff-ecogrid.nl/taxonomy/taxa/juncusbalticus,http://ndff-ecogrid.nl/taxonomy/taxa/juncusbalticus,NEE,"41736.0",Noordse rus,Juncus balticus,http://ndff-ecogrid.nl/taxonomy/taxa/juncusbalticus,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1036",N09.01,Parnassia,Parnassia palustris,Parnassia palustris,http://ndff-ecogrid.nl/taxonomy/taxa/parnassiapalustris,http://ndff-ecogrid.nl/taxonomy/taxa/parnassiapalustris,NEE,"59122.0",Parnassia,Parnassia palustris,http://ndff-ecogrid.nl/taxonomy/taxa/parnassiapalustris,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1037",N09.01,Platte bies,Blysmus compressus,Blysmus compressus,http://ndff-ecogrid.nl/taxonomy/taxa/blysmuscompressus,http://ndff-ecogrid.nl/taxonomy/taxa/blysmuscompressus,NEE,"10145.0",Platte bies,Blysmus compressus,http://ndff-ecogrid.nl/taxonomy/taxa/blysmuscompressus,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1038",N09.01,Rode bies,Blysmus rufus,Blysmus rufus,http://ndff-ecogrid.nl/taxonomy/taxa/blysmusrufus,http://ndff-ecogrid.nl/taxonomy/taxa/blysmusrufus,NEE,"10146.0",Rode bies,Blysmus rufus,http://ndff-ecogrid.nl/taxonomy/taxa/blysmusrufus,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1039",N09.01,Scholekster,Haematopus ostralegus,Haematopus ostralegus,http://ndff-ecogrid.nl/taxonomy/taxa/haematopusostralegus,http://ndff-ecogrid.nl/taxonomy/taxa/haematopusostralegus,NEE,"36306.0",Scholekster,Haematopus ostralegus,http://ndff-ecogrid.nl/taxonomy/taxa/haematopusostralegus,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"1040",N09.01,Selderij,Apium graveolens,Apium graveolens,http://ndff-ecogrid.nl/taxonomy/taxa/apiumgraveolens,http://ndff-ecogrid.nl/taxonomy/taxa/apiumgraveolens,NEE,"6007.0",Selderij,Apium graveolens,http://ndff-ecogrid.nl/taxonomy/taxa/apiumgraveolens,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1041",N09.01,Sierlijke vetmuur,Sagina nodosa,Sagina nodosa,http://ndff-ecogrid.nl/taxonomy/taxa/saginanodosa,http://ndff-ecogrid.nl/taxonomy/taxa/saginanodosa,NEE,"71591.0",Sierlijke vetmuur,Sagina nodosa,http://ndff-ecogrid.nl/taxonomy/taxa/saginanodosa,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1042",N09.01,Stekende bies,Schoenoplectus pungens,Schoenoplectus pungens,http://ndff-ecogrid.nl/taxonomy/taxa/schoenoplectuspungens,http://ndff-ecogrid.nl/taxonomy/taxa/schoenoplectuspungens,NEE,"72613.0",Stekende bies,Schoenoplectus pungens,http://ndff-ecogrid.nl/taxonomy/taxa/schoenoplectuspungens,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1043",N09.01,Stijve ogentroost,Euphrasia stricta,Euphrasia stricta,http://ndff-ecogrid.nl/taxonomy/taxa/euphrasiastricta,http://ndff-ecogrid.nl/taxonomy/taxa/euphrasiastricta,NEE,"31466.0",Stijve ogentroost,Euphrasia stricta,http://ndff-ecogrid.nl/taxonomy/taxa/euphrasiastricta,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1044",N09.01,Strandduizendguldenkruid,Centaurium littorale,Centaurium littorale,http://ndff-ecogrid.nl/taxonomy/taxa/centauriumlittorale,http://ndff-ecogrid.nl/taxonomy/taxa/centauriumlittorale,NEE,"14217.0",Strandduizendguldenkruid,Centaurium littorale,http://ndff-ecogrid.nl/taxonomy/taxa/centauriumlittorale,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1045",N09.01,Tureluur,Tringa totanus,Tringa totanus,http://ndff-ecogrid.nl/taxonomy/taxa/tringatotanus,http://ndff-ecogrid.nl/taxonomy/taxa/tringatotanus,NEE,"82967.0",Tureluur,Tringa totanus,http://ndff-ecogrid.nl/taxonomy/taxa/tringatotanus,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"1046",N09.01,Visdief,Sterna hirundo,Sterna hirundo,http://ndff-ecogrid.nl/taxonomy/taxa/sternahirundo,http://ndff-ecogrid.nl/taxonomy/taxa/sternahirundo,NEE,"77010.0",Visdief,Sterna hirundo,http://ndff-ecogrid.nl/taxonomy/taxa/sternahirundo,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"1047",N09.01,Zeegerst,Hordeum marinum,Hordeum marinum,http://ndff-ecogrid.nl/taxonomy/taxa/hordeummarinum,http://ndff-ecogrid.nl/taxonomy/taxa/hordeummarinum,NEE,"38866.0",Zeegerst,Hordeum marinum,http://ndff-ecogrid.nl/taxonomy/taxa/hordeummarinum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1048",N09.01,Zilt torkruid,Oenanthe lachenalii,Oenanthe lachenalii,http://ndff-ecogrid.nl/taxonomy/taxa/oenanthelachenalii,http://ndff-ecogrid.nl/taxonomy/taxa/oenanthelachenalii,NEE,"55769.0",Zilt torkruid,Oenanthe lachenalii,http://ndff-ecogrid.nl/taxonomy/taxa/oenanthelachenalii,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
